,customer_id,recency,frequency,monetary
3442,CS4554,2015-03-03,20,1312
3443,CS4555,2015-03-02,33,2331
3444,CS4556,2015-02-10,16,924
3445,CS4557,2014-11-04,15,1071
3446,CS4558,2015-01-23,25,1786
3447,CS4559,2015-02-26,13,777
3448,CS4560,2015-01-13,28,1972
3449,CS4561,2015-01-29,27,1892
3450,CS4562,2015-01-08,14,965
3451,CS4563,2015-01-22,25,1674
3452,CS4564,2014-05-13,22,1466
3453,CS4565,2015-01-10,23,1608
3454,CS4566,2014-10-25,15,1020
3455,CS4567,2014-12-13,9,574
3456,CS4568,2015-01-25,18,1138
3457,CS4569,2014-12-12,19,1205
3458,CS4570,2014-11-24,25,1736
3459,CS4571,2015-01-08,21,1416
3460,CS4572,2014-12-13,26,1567
3461,CS4573,2014-11-29,19,1367
3462,CS4574,2014-03-09,14,1053
3463,CS4575,2015-01-11,22,1451
3464,CS4576,2015-02-24,15,1085
3465,CS4577,2015-02-02,16,1335
3466,CS4578,2015-01-16,18,1191
3467,CS4579,2015-01-13,23,1744
3468,CS4580,2014-07-27,16,1251
3469,CS4581,2015-01-18,14,1153
3470,CS4582,2015-03-05,21,1516
3471,CS4583,2014-12-20,28,1988
3472,CS4584,2014-10-30,18,1151
3473,CS4585,2015-03-16,15,1115
3474,CS4586,2015-03-16,20,1505
3475,CS4587,2014-12-29,22,1657
3476,CS4588,2015-01-01,22,1508
3477,CS4589,2015-02-28,18,1146
3478,CS4590,2015-01-31,24,1625
3479,CS4591,2015-03-16,15,1084
3480,CS4592,2014-11-26,17,1157
3481,CS4593,2015-02-17,24,1760
3482,CS4594,2014-12-14,23,1685
3483,CS4595,2014-11-30,19,1376
3484,CS4596,2015-02-14,19,1383
3485,CS4597,2015-03-14,24,1520
3486,CS4598,2014-12-05,20,1118
3487,CS4599,2015-02-10,24,1638
3488,CS4600,2014-12-03,19,1181
3489,CS4601,2015-03-14,13,919
3490,CS4602,2015-02-19,24,1728
3491,CS4603,2015-01-11,30,2111
3492,CS4604,2015-03-07,29,2008
3493,CS4605,2015-01-13,17,1176
3494,CS4606,2014-08-22,20,1463
3495,CS4607,2015-03-02,18,1186
3496,CS4608,2015-03-16,32,2449
3497,CS4609,2015-01-11,28,2043
3498,CS4610,2014-10-23,20,1333
3499,CS4611,2014-12-25,23,1558
3500,CS4612,2014-11-14,18,1302
3501,CS4613,2015-02-20,21,1629
3502,CS4614,2015-03-12,17,1309
3503,CS4615,2014-11-07,24,1597
3504,CS4616,2015-02-23,19,1306
3505,CS4617,2015-02-28,28,1956
3506,CS4618,2015-02-15,20,1315
3507,CS4619,2015-02-19,15,1047
3508,CS4620,2014-06-28,15,1135
3509,CS4621,2015-02-22,17,1251
3510,CS4622,2014-11-20,19,1315
3511,CS4623,2015-02-12,23,1717
3512,CS4624,2014-07-18,24,1737
3513,CS4625,2014-10-04,28,1925
3514,CS4626,2014-08-28,20,1383
3515,CS4627,2015-02-10,23,1560
3516,CS4628,2015-03-13,18,1238
3517,CS4629,2014-12-26,19,1225
3518,CS4630,2014-07-26,10,704
3519,CS4631,2015-02-27,30,2157
3520,CS4632,2015-02-03,17,1315
3521,CS4633,2015-02-10,21,1457
3522,CS4634,2015-01-07,11,693
3523,CS4635,2015-03-15,20,1449
3524,CS4636,2014-12-13,16,1101
3525,CS4637,2015-03-12,19,1467
3526,CS4638,2015-02-13,24,1609
3527,CS4639,2015-01-19,25,1495
3528,CS4640,2015-02-26,29,2138
3529,CS4641,2014-05-19,19,1263
3530,CS4642,2015-03-04,22,1546
3531,CS4643,2015-01-23,19,1377
3532,CS4644,2014-11-10,14,942
3533,CS4645,2014-12-14,19,1293
3534,CS4646,2014-11-09,26,1772
3535,CS4647,2015-02-08,27,1955
3536,CS4648,2015-02-04,16,1157
3537,CS4649,2015-03-09,19,1286
3538,CS4650,2015-01-04,22,1599
3539,CS4651,2015-01-29,18,1258
3540,CS4652,2014-12-08,22,1561
3541,CS4653,2015-01-05,17,1103
3542,CS4654,2014-09-26,27,1832
3543,CS4655,2014-09-24,17,1245
3544,CS4656,2015-02-13,18,1285
3545,CS4657,2015-03-16,17,1257
3546,CS4658,2015-03-09,23,1626
3547,CS4659,2015-01-30,21,1422
3548,CS4660,2015-03-06,33,2527
3549,CS4661,2015-03-16,26,1769
3550,CS4662,2014-12-19,24,1788
3551,CS4663,2014-10-22,14,939
3552,CS4664,2015-02-07,17,1268
3553,CS4665,2014-11-19,18,1335
3554,CS4666,2014-10-05,22,1375
3555,CS4667,2015-02-25,13,894
3556,CS4668,2014-12-26,23,1698
3557,CS4669,2014-12-04,21,1432
3558,CS4670,2015-01-25,30,2214
3559,CS4671,2015-01-24,21,1368
3560,CS4672,2015-01-20,16,1153
3561,CS4673,2015-02-13,20,1393
3562,CS4674,2014-12-19,18,1468
3563,CS4675,2014-03-26,21,1521
3564,CS4676,2015-03-04,21,1526
3565,CS4677,2015-02-02,19,1276
3566,CS4678,2014-10-18,24,1581
3567,CS4679,2015-02-28,21,1607
3568,CS4680,2014-12-13,12,740
3569,CS4681,2015-03-07,22,1532
3570,CS4682,2015-03-04,21,1329
3571,CS4683,2014-11-03,15,1085
3572,CS4684,2014-11-06,17,1073
3573,CS4685,2014-08-03,24,1686
3574,CS4686,2015-01-12,23,1740
3575,CS4687,2014-12-27,24,1724
3576,CS4688,2014-12-15,20,1417
3577,CS4689,2014-10-11,13,852
3578,CS4690,2014-11-27,15,905
3579,CS4691,2015-03-12,22,1526
3580,CS4692,2015-03-04,18,1228
3581,CS4693,2015-02-15,17,1139
3582,CS4694,2014-11-24,13,953
3583,CS4695,2014-10-01,17,1237
3584,CS4696,2015-02-24,15,908
3585,CS4697,2015-02-21,25,1648
3586,CS4698,2014-09-30,17,1124
3587,CS4699,2015-02-17,19,1306
3588,CS4700,2015-03-14,18,1175
3589,CS4701,2015-01-30,23,1632
3590,CS4702,2014-12-17,25,1715
3591,CS4703,2014-05-24,20,1385
3592,CS4704,2015-02-22,20,1380
3593,CS4705,2014-12-13,13,985
3594,CS4706,2014-09-28,10,827
3595,CS4707,2014-11-23,22,1542
3596,CS4708,2015-02-28,21,1427
3597,CS4709,2014-10-29,17,1172
3598,CS4710,2014-12-14,21,1502
3599,CS4711,2015-03-09,23,1538
3600,CS4712,2015-01-20,14,1043
3601,CS4713,2015-02-16,24,1762
3602,CS4714,2014-09-28,16,1077
3603,CS4715,2015-02-23,19,1296
3604,CS4716,2015-01-30,13,970
3605,CS4717,2015-01-23,22,1613
3606,CS4718,2014-11-01,19,1354
3607,CS4719,2014-09-17,16,1273
3608,CS4720,2014-07-31,20,1187
3609,CS4721,2015-03-01,24,1606
3610,CS4722,2015-02-23,18,1250
3611,CS4723,2015-03-11,24,1707
3612,CS4724,2014-12-16,17,1044
3613,CS4725,2014-12-30,20,1348
3614,CS4726,2015-01-26,14,932
3615,CS4727,2015-03-05,22,1500
3616,CS4728,2014-12-12,14,1092
3617,CS4729,2015-03-03,16,1077
3618,CS4730,2015-02-13,21,1628
3619,CS4731,2015-03-11,17,1067
3620,CS4732,2014-06-11,16,1197
3621,CS4733,2014-10-23,23,1682
3622,CS4734,2015-03-06,19,1223
3623,CS4735,2015-02-16,18,1311
3624,CS4736,2015-02-27,14,986
3625,CS4737,2015-03-10,24,1668
3626,CS4738,2015-01-11,18,1258
3627,CS4739,2015-01-13,25,1818
3628,CS4740,2015-01-28,18,1141
3629,CS4741,2015-02-27,22,1629
3630,CS4742,2014-10-18,15,975
3631,CS4743,2015-02-24,16,1099
3632,CS4744,2014-12-15,19,1349
3633,CS4745,2015-02-09,22,1380
3634,CS4746,2015-03-12,31,2337
3635,CS4747,2015-03-08,11,718
3636,CS4748,2015-01-12,20,1525
3637,CS4749,2015-02-22,27,1959
3638,CS4750,2014-08-30,18,1266
3639,CS4751,2015-03-13,15,1232
3640,CS4752,2015-03-03,19,1162
3641,CS4753,2014-11-09,19,1209
3642,CS4754,2014-09-27,20,1423
3643,CS4755,2015-03-04,20,1598
3644,CS4756,2015-02-27,17,1196
3645,CS4757,2015-03-08,17,1188
3646,CS4758,2015-01-28,22,1388
3647,CS4759,2015-01-17,16,1138
3648,CS4760,2015-01-31,22,1707
3649,CS4761,2014-11-19,20,1365
3650,CS4762,2015-01-09,20,1313
3651,CS4763,2015-02-26,21,1382
3652,CS4764,2015-03-15,18,1396
3653,CS4765,2014-11-09,20,1299
3654,CS4766,2015-03-15,22,1605
3655,CS4767,2014-09-25,14,1046
3656,CS4768,2015-03-15,26,1721
3657,CS4769,2014-12-11,19,1271
3658,CS4770,2014-10-18,18,1134
3659,CS4771,2015-03-04,14,874
3660,CS4772,2015-02-22,19,1146
3661,CS4773,2014-09-22,27,2074
3662,CS4774,2014-07-26,18,1208
3663,CS4775,2015-02-15,20,1294
3664,CS4776,2015-03-09,22,1613
3665,CS4777,2015-01-20,25,1767
3666,CS4778,2014-11-28,18,1269
3667,CS4779,2015-03-08,23,1595
3668,CS4780,2015-01-01,17,1107
3669,CS4781,2015-02-27,15,1046
3670,CS4782,2015-03-14,17,1276
3671,CS4783,2015-03-14,19,1308
3672,CS4784,2014-09-19,23,1578
3673,CS4785,2015-02-19,16,1219
3674,CS4786,2014-11-01,17,1248
3675,CS4787,2015-02-19,20,1351
3676,CS4788,2015-01-21,19,1470
3677,CS4789,2014-12-27,22,1551
3678,CS4790,2015-01-21,19,1453
3679,CS4791,2015-02-12,16,1177
3680,CS4792,2015-02-19,20,1368
3681,CS4793,2015-02-08,27,1862
3682,CS4794,2015-02-15,23,1685
3683,CS4795,2015-02-24,25,1831
3684,CS4796,2014-10-14,18,1347
3685,CS4797,2015-02-19,21,1577
3686,CS4798,2015-02-21,27,2151
3687,CS4799,2014-08-31,18,1240
3688,CS4800,2015-01-07,23,1520
3689,CS4801,2015-01-26,18,1254
3690,CS4802,2015-03-09,20,1451
3691,CS4803,2015-01-25,18,1305
3692,CS4804,2015-02-02,25,1643
3693,CS4805,2014-11-15,17,1354
3694,CS4806,2014-12-13,18,1108
3695,CS4807,2015-01-22,20,1249
3696,CS4808,2015-01-09,24,1570
3697,CS4809,2014-06-29,19,1294
3698,CS4810,2015-01-07,21,1448
3699,CS4811,2014-07-27,20,1399
3700,CS4812,2015-02-08,15,1063
3701,CS4813,2015-01-03,20,1437
3702,CS4814,2014-09-28,19,1435
3703,CS4815,2015-02-15,25,1804
3704,CS4816,2015-01-03,18,1311
3705,CS4817,2015-03-06,21,1389
3706,CS4818,2015-03-06,13,942
3707,CS4819,2014-11-29,20,1457
3708,CS4820,2015-03-10,20,1408
3709,CS4821,2015-02-28,16,1161
3710,CS4822,2015-02-08,17,1118
3711,CS4823,2014-08-02,22,1555
3712,CS4824,2014-10-14,19,1353
3713,CS4825,2015-02-28,19,1407
3714,CS4826,2014-12-21,21,1497
3715,CS4827,2015-02-23,19,1242
3716,CS4828,2014-07-31,18,1339
3717,CS4829,2015-01-11,27,1870
3718,CS4830,2015-02-26,18,1253
3719,CS4831,2015-02-24,15,1010
3720,CS4832,2014-12-30,23,1482
3721,CS4833,2014-09-21,19,1262
3722,CS4834,2014-03-05,14,1091
3723,CS4835,2015-02-12,15,955
3724,CS4836,2015-01-20,23,1761
3725,CS4837,2015-03-02,20,1437
3726,CS4838,2015-03-08,17,1143
3727,CS4839,2015-02-04,24,1775
3728,CS4840,2015-02-27,14,999
3729,CS4841,2015-03-15,26,1960
3730,CS4842,2015-01-28,20,1319
3731,CS4843,2014-11-28,15,896
3732,CS4844,2014-10-18,26,1669
3733,CS4845,2015-03-14,23,1532
3734,CS4846,2015-02-04,27,1855
3735,CS4847,2015-03-05,21,1340
3736,CS4848,2015-03-15,18,1287
3737,CS4849,2015-03-09,25,1850
3738,CS4850,2015-02-26,17,1237
3739,CS4851,2015-01-10,18,1162
3740,CS4852,2015-01-11,23,1559
3741,CS4853,2014-12-26,19,1294
3742,CS4854,2015-03-13,18,1167
3743,CS4855,2015-03-12,24,1660
3744,CS4856,2015-02-15,16,1172
3745,CS4857,2015-03-13,19,1381
3746,CS4858,2015-01-16,28,2247
3747,CS4859,2015-02-10,18,1332
3748,CS4860,2014-06-26,23,1629
3749,CS4861,2014-12-26,15,1132
3750,CS4862,2014-10-17,26,1853
3751,CS4863,2015-02-04,21,1484
3752,CS4864,2015-01-19,18,1307
3753,CS4865,2015-03-15,26,1941
3754,CS4866,2015-02-18,19,1487
3755,CS4867,2015-02-14,30,2106
3756,CS4868,2015-03-05,27,1899
3757,CS4869,2014-12-27,18,1234
3758,CS4870,2015-03-14,19,1242
3759,CS4871,2015-03-06,26,2006
3760,CS4872,2015-03-14,22,1475
3761,CS4873,2014-05-09,14,1130
3762,CS4874,2014-12-05,21,1532
3763,CS4875,2015-01-28,20,1605
3764,CS4876,2014-09-29,23,1492
3765,CS4877,2015-03-08,16,1176
3766,CS4878,2014-12-29,22,1380
3767,CS4879,2015-02-22,18,1195
3768,CS4880,2015-01-10,20,1423
3769,CS4881,2015-03-10,17,1109
3770,CS4882,2014-12-02,16,1136
3771,CS4883,2014-12-02,15,1012
3772,CS4884,2015-02-10,19,1152
3773,CS4885,2014-09-15,21,1520
3774,CS4886,2015-03-07,20,1411
3775,CS4887,2015-02-08,23,1516
3776,CS4888,2014-12-21,21,1618
3777,CS4889,2015-03-11,23,1436
3778,CS4890,2014-11-07,17,1257
3779,CS4891,2015-02-04,19,1439
3780,CS4892,2014-11-05,22,1404
3781,CS4893,2015-01-11,20,1286
3782,CS4894,2014-12-23,12,824
3783,CS4895,2015-01-28,19,1197
3784,CS4896,2014-10-03,20,1423
3785,CS4897,2015-02-05,30,1999
3786,CS4898,2015-02-14,13,866
3787,CS4899,2015-03-01,19,1372
3788,CS4900,2015-02-28,17,1068
3789,CS4901,2015-01-03,23,1491
3790,CS4902,2015-02-17,18,1383
3791,CS4903,2015-03-14,26,1584
3792,CS4904,2015-03-03,24,1456
3793,CS4905,2015-03-02,23,1575
3794,CS4906,2015-01-10,22,1644
3795,CS4907,2015-01-12,19,1344
3796,CS4908,2014-10-19,24,1842
3797,CS4909,2015-01-07,17,1290
3798,CS4910,2014-10-30,18,1252
3799,CS4911,2014-11-06,15,1069
3800,CS4912,2015-03-06,19,1545
3801,CS4913,2014-12-15,16,1047
3802,CS4914,2014-11-03,21,1471
3803,CS4915,2015-02-20,23,1541
3804,CS4916,2015-01-18,21,1484
3805,CS4917,2015-01-25,20,1392
3806,CS4918,2014-10-28,22,1561
3807,CS4919,2013-12-03,13,863
3808,CS4920,2015-01-26,17,1173
3809,CS4921,2015-03-10,12,908
3810,CS4922,2015-02-28,16,1117
3811,CS4923,2014-08-05,18,1064
3812,CS4924,2014-11-25,23,1527
3813,CS4925,2014-12-19,21,1316
3814,CS4926,2015-01-31,16,1167
3815,CS4927,2015-01-27,20,1401
3816,CS4928,2015-02-07,18,1318
3817,CS4929,2015-02-01,25,1624
3818,CS4930,2015-02-08,20,1440
3819,CS4931,2015-02-28,29,2246
3820,CS4932,2014-10-10,26,1840
3821,CS4933,2014-07-16,16,1040
3822,CS4934,2014-10-08,24,1865
3823,CS4935,2014-12-03,21,1575
3824,CS4936,2015-02-03,25,1669
3825,CS4937,2014-12-18,16,1152
3826,CS4938,2015-03-15,15,1057
3827,CS4939,2014-11-29,29,2088
3828,CS4940,2015-02-06,15,1109
3829,CS4941,2015-02-26,22,1434
3830,CS4942,2014-10-05,19,1484
3831,CS4943,2015-02-27,19,1338
3832,CS4944,2015-02-18,27,2062
3833,CS4945,2015-01-25,23,1603
3834,CS4946,2015-02-08,21,1548
3835,CS4947,2015-01-31,11,834
3836,CS4948,2015-02-09,18,1287
3837,CS4949,2015-02-28,21,1365
3838,CS4950,2015-02-17,12,863
3839,CS4951,2014-12-11,20,1488
3840,CS4952,2014-11-25,25,1888
3841,CS4953,2014-09-21,21,1381
3842,CS4954,2015-03-15,20,1364
3843,CS4955,2015-02-27,25,1799
3844,CS4956,2015-02-19,18,1395
3845,CS4957,2015-01-19,23,1634
3846,CS4958,2015-01-31,14,812
3847,CS4959,2014-07-19,23,1768
3848,CS4960,2014-12-22,18,1216
3849,CS4961,2015-02-24,21,1365
3850,CS4962,2015-02-05,25,1774
3851,CS4963,2015-01-28,19,1243
3852,CS4964,2015-02-07,20,1237
3853,CS4965,2015-02-12,27,1790
3854,CS4966,2014-10-26,23,1504
3855,CS4967,2015-02-04,25,1818
3856,CS4968,2015-03-08,18,1278
3857,CS4969,2015-02-20,18,1295
3858,CS4970,2015-02-16,23,1712
3859,CS4971,2015-02-21,19,1367
3860,CS4972,2014-12-31,21,1433
3861,CS4973,2014-12-30,23,1626
3862,CS4974,2014-09-27,19,1273
3863,CS4975,2014-11-20,11,777
3864,CS4976,2015-02-15,19,1424
3865,CS4977,2014-12-31,22,1566
3866,CS4978,2014-02-27,10,675
3867,CS4979,2015-01-09,17,1104
3868,CS4980,2015-02-13,22,1564
3869,CS4981,2015-02-18,25,1703
3870,CS4982,2014-08-27,12,754
3871,CS4983,2015-03-08,18,1406
3872,CS4984,2014-12-31,18,1060
3873,CS4985,2015-02-26,21,1468
3874,CS4986,2015-03-10,16,1013
3875,CS4987,2015-02-05,16,1098
3876,CS4988,2014-12-21,20,1433
3877,CS4989,2015-02-24,15,918
3878,CS4990,2014-12-06,20,1406
3879,CS4991,2015-03-02,15,1143
3880,CS4992,2014-12-29,20,1350
3881,CS4993,2015-02-20,26,1765
3882,CS4994,2015-02-27,18,1216
3883,CS4995,2014-11-18,20,1331
3884,CS4996,2015-02-17,25,1635
3885,CS4997,2014-06-29,15,1074
3886,CS4998,2015-03-07,34,2358
3887,CS4999,2014-12-11,11,788
3888,CS5000,2015-02-11,19,1408
3889,CS5001,2015-02-15,22,1593
3890,CS5002,2015-01-04,11,815
3891,CS5003,2014-12-30,16,1207
3892,CS5004,2014-12-26,18,1302
3893,CS5005,2015-02-19,17,1146
3894,CS5006,2015-02-02,24,1651
3895,CS5007,2015-02-10,24,1518
3896,CS5008,2015-01-08,16,1159
3897,CS5009,2015-01-02,16,1067
3898,CS5010,2015-02-27,24,1698
3899,CS5011,2014-12-27,20,1480
3900,CS5012,2014-12-18,24,1602
3901,CS5013,2014-11-01,18,1298
3902,CS5014,2015-01-29,21,1342
3903,CS5015,2014-10-02,22,1423
3904,CS5016,2015-03-12,25,1701
3905,CS5017,2015-03-01,18,1255
3906,CS5018,2014-12-31,25,1628
3907,CS5019,2014-12-13,20,1338
3908,CS5020,2014-05-22,9,572
3909,CS5021,2014-10-14,20,1341
3910,CS5022,2014-10-20,15,1209
3911,CS5023,2015-02-03,22,1713
3912,CS5024,2014-08-31,18,1214
3913,CS5025,2014-12-27,28,1973
3914,CS5026,2014-09-20,30,2098
3915,CS5027,2015-03-14,22,1586
3916,CS5028,2015-02-25,29,2098
3917,CS5029,2014-12-23,16,1162
3918,CS5030,2014-11-08,16,1028
3919,CS5031,2015-01-15,24,1585
3920,CS5032,2015-02-17,23,1763
3921,CS5033,2014-12-14,22,1687
3922,CS5034,2015-01-04,17,1130
3923,CS5035,2015-01-12,14,1037
3924,CS5036,2014-10-04,20,1292
3925,CS5037,2015-03-12,15,1149
3926,CS5038,2015-01-02,22,1470
3927,CS5039,2015-02-07,25,1673
3928,CS5040,2015-03-15,24,1731
3929,CS5041,2015-03-06,25,1763
3930,CS5042,2015-03-16,21,1646
3931,CS5043,2015-01-20,17,1109
3932,CS5044,2014-10-29,21,1477
3933,CS5045,2014-05-20,12,1019
3934,CS5046,2015-02-06,24,1712
3935,CS5047,2015-03-05,19,1381
3936,CS5048,2015-03-14,22,1464
3937,CS5049,2015-03-15,28,1979
3938,CS5050,2015-03-07,19,1515
3939,CS5051,2015-02-15,19,1232
3940,CS5052,2015-01-07,24,1486
3941,CS5053,2014-11-10,18,1501
3942,CS5054,2014-10-02,16,1279
3943,CS5055,2015-01-07,23,1644
3944,CS5056,2014-11-14,17,1337
3945,CS5057,2014-12-02,26,2008
3946,CS5058,2015-03-03,18,1146
3947,CS5059,2015-02-10,20,1486
3948,CS5060,2014-12-05,15,1082
3949,CS5061,2015-02-19,22,1412
3950,CS5062,2014-09-24,20,1443
3951,CS5063,2015-02-22,27,1901
3952,CS5064,2014-12-30,15,1200
3953,CS5065,2015-03-06,24,1463
3954,CS5066,2015-02-13,26,1696
3955,CS5067,2015-03-02,27,1857
3956,CS5068,2015-02-21,22,1500
3957,CS5069,2014-12-01,23,1666
3958,CS5070,2014-11-26,21,1477
3959,CS5071,2015-02-12,16,1180
3960,CS5072,2014-11-10,16,1085
3961,CS5073,2014-10-15,18,1362
3962,CS5074,2014-12-20,15,1010
3963,CS5075,2015-02-24,18,1180
3964,CS5076,2015-01-31,21,1371
3965,CS5077,2015-03-07,21,1444
3966,CS5078,2014-11-25,19,1351
3967,CS5079,2015-01-20,23,1469
3968,CS5080,2014-06-05,18,1209
3969,CS5081,2015-03-02,22,1645
3970,CS5082,2015-02-25,29,2072
3971,CS5083,2015-01-10,26,1974
3972,CS5084,2015-02-11,20,1465
3973,CS5085,2014-08-18,18,1313
3974,CS5086,2014-12-16,21,1287
3975,CS5087,2015-01-28,15,874
3976,CS5088,2015-02-15,22,1556
3977,CS5089,2015-01-18,12,874
3978,CS5090,2015-03-10,21,1552
3979,CS5091,2014-08-23,13,976
3980,CS5092,2015-02-23,18,1200
3981,CS5093,2015-01-10,27,1838
3982,CS5094,2015-03-07,18,1289
3983,CS5095,2015-02-21,20,1423
3984,CS5096,2014-09-16,18,1348
3985,CS5097,2015-01-18,26,1757
3986,CS5098,2014-12-30,17,1147
3987,CS5099,2015-03-04,16,1151
3988,CS5100,2015-01-20,23,1595
3989,CS5101,2014-11-08,17,1033
3990,CS5102,2015-01-17,15,982
3991,CS5103,2015-02-22,16,1011
3992,CS5104,2014-08-18,16,1102
3993,CS5105,2014-11-02,17,1248
3994,CS5106,2014-11-09,20,1492
3995,CS5107,2015-02-21,28,1994
3996,CS5108,2015-03-08,14,968
3997,CS5109,2015-02-04,35,2506
3998,CS5110,2015-03-06,11,807
3999,CS5111,2015-01-08,28,1948
4000,CS5112,2015-03-08,14,1003
4001,CS5113,2015-03-05,19,1314
4002,CS5114,2014-11-15,20,1610
4003,CS5115,2015-01-20,22,1298
4004,CS5116,2015-01-19,20,1408
4005,CS5117,2015-02-04,19,1332
4006,CS5118,2015-02-09,26,1764
4007,CS5119,2014-08-22,17,1319
4008,CS5120,2015-02-22,16,1196
4009,CS5121,2015-02-14,16,1175
4010,CS5122,2015-01-22,23,1513
4011,CS5123,2014-02-10,15,1047
4012,CS5124,2014-12-16,28,1973
4013,CS5125,2015-03-04,20,1319
4014,CS5126,2015-02-26,25,1654
4015,CS5127,2014-11-26,15,1208
4016,CS5128,2014-12-15,27,1856
4017,CS5129,2014-12-10,24,1567
4018,CS5130,2014-12-29,25,1666
4019,CS5131,2014-11-08,29,2083
4020,CS5132,2015-02-15,22,1568
4021,CS5133,2015-02-08,18,1428
4022,CS5134,2015-01-09,16,942
4023,CS5135,2015-02-13,23,1525
4024,CS5136,2015-02-01,22,1643
4025,CS5137,2014-11-06,21,1529
4026,CS5138,2015-03-05,19,1352
4027,CS5139,2014-12-23,22,1493
4028,CS5140,2014-12-22,23,1647
4029,CS5141,2014-12-23,29,1990
4030,CS5142,2015-03-08,19,1323
4031,CS5143,2015-02-11,23,1642
4032,CS5144,2014-10-10,14,924
4033,CS5145,2014-12-31,20,1370
4034,CS5146,2014-12-19,17,1246
4035,CS5147,2015-02-09,18,1197
4036,CS5148,2014-12-25,26,1726
4037,CS5149,2014-11-14,13,887
4038,CS5150,2015-01-11,11,822
4039,CS5151,2014-12-03,18,1151
4040,CS5152,2014-11-04,12,839
4041,CS5153,2015-01-08,21,1506
4042,CS5154,2015-03-09,31,2008
4043,CS5155,2015-02-06,26,1838
4044,CS5156,2014-12-10,16,1185
4045,CS5157,2015-01-26,22,1473
4046,CS5158,2014-12-11,19,1249
4047,CS5159,2015-01-23,28,2123
4048,CS5160,2015-03-08,21,1526
4049,CS5161,2015-01-16,18,1371
4050,CS5162,2014-09-22,18,1314
4051,CS5163,2015-03-08,28,2037
4052,CS5164,2015-03-01,18,1157
4053,CS5165,2015-01-01,25,1705
4054,CS5166,2015-03-01,27,1951
4055,CS5167,2014-11-06,16,1082
4056,CS5168,2015-02-26,20,1458
4057,CS5169,2014-12-07,18,1241
4058,CS5170,2015-02-13,20,1329
4059,CS5171,2015-03-15,18,1286
4060,CS5172,2014-11-09,21,1362
4061,CS5173,2014-09-25,11,684
4062,CS5174,2015-01-12,25,1616
4063,CS5175,2015-02-18,25,1680
4064,CS5176,2014-10-23,28,1905
4065,CS5177,2014-05-18,14,1036
4066,CS5178,2015-01-28,21,1387
4067,CS5179,2014-09-04,14,1033
4068,CS5180,2015-02-01,11,825
4069,CS5181,2015-03-09,16,1142
4070,CS5182,2014-11-07,23,1517
4071,CS5183,2015-03-12,17,1173
4072,CS5184,2015-03-13,28,1879
4073,CS5185,2015-02-22,27,1861
4074,CS5186,2014-01-19,12,777
4075,CS5187,2015-03-12,28,2023
4076,CS5188,2015-03-02,16,1024
4077,CS5189,2014-12-29,28,1944
4078,CS5190,2015-03-02,21,1420
4079,CS5191,2015-03-12,27,1889
4080,CS5192,2015-02-02,21,1474
4081,CS5193,2015-02-28,24,1586
4082,CS5194,2014-11-05,16,1062
4083,CS5195,2014-10-05,19,1302
4084,CS5196,2015-02-12,22,1356
4085,CS5197,2015-02-23,16,1165
4086,CS5198,2015-03-09,26,1801
4087,CS5199,2015-03-01,14,1103
4088,CS5200,2015-03-14,21,1473
4089,CS5201,2015-02-14,20,1343
4090,CS5202,2014-10-22,27,1954
4091,CS5203,2015-03-11,27,1850
4092,CS5204,2015-03-04,21,1536
4093,CS5205,2015-01-22,17,1185
4094,CS5206,2014-12-10,14,1001
4095,CS5207,2014-12-14,16,1193
4096,CS5208,2015-02-14,20,1364
4097,CS5209,2014-09-03,20,1211
4098,CS5210,2014-10-25,17,1329
4099,CS5211,2015-01-13,18,1273
4100,CS5212,2015-01-25,25,1669
4101,CS5213,2015-01-09,26,1846
4102,CS5214,2014-09-25,17,1181
4103,CS5215,2015-03-03,14,1023
4104,CS5216,2014-12-11,11,671
4105,CS5217,2015-01-25,20,1440
4106,CS5218,2014-12-24,16,1229
4107,CS5219,2014-11-11,19,1420
4108,CS5220,2014-10-05,20,1473
4109,CS5221,2015-03-14,22,1387
4110,CS5222,2015-02-22,22,1397
4111,CS5223,2015-02-24,27,2060
4112,CS5224,2015-02-20,19,1489
4113,CS5225,2014-12-06,22,1334
4114,CS5226,2015-02-19,28,2011
4115,CS5227,2014-12-24,16,1100
4116,CS5228,2015-02-16,18,1179
4117,CS5229,2015-01-09,11,669
4118,CS5230,2015-03-11,23,1457
4119,CS5231,2014-11-19,22,1432
4120,CS5232,2015-03-01,21,1382
4121,CS5233,2014-09-27,11,795
4122,CS5234,2015-02-08,15,1082
4123,CS5235,2015-01-23,17,1128
4124,CS5236,2014-10-04,17,1212
4125,CS5237,2014-11-29,23,1582
4126,CS5238,2015-02-10,28,2015
4127,CS5239,2014-11-02,18,1256
4128,CS5240,2015-01-05,21,1563
4129,CS5241,2015-03-03,19,1217
4130,CS5242,2014-12-31,22,1534
4131,CS5243,2014-10-31,17,1108
4132,CS5244,2015-02-28,30,2114
4133,CS5245,2015-02-23,20,1465
4134,CS5246,2015-03-04,21,1403
4135,CS5247,2015-02-07,26,1797
4136,CS5248,2014-12-11,20,1217
4137,CS5249,2014-12-03,20,1451
4138,CS5250,2014-12-14,18,1331
4139,CS5251,2015-03-16,25,1706
4140,CS5252,2014-10-30,17,1178
4141,CS5253,2015-02-24,17,1163
4142,CS5254,2015-01-09,24,1432
4143,CS5255,2015-01-15,18,1298
