,customer_id,trans_date,tran_amount,response
48717,CS4730,2012-01-25,104,0
48718,CS4563,2013-02-13,55,0
48719,CS2650,2014-05-07,49,0
48720,CS3920,2015-01-14,70,0
48721,CS4194,2011-09-17,80,0
48722,CS5603,2014-01-28,86,1
48723,CS3853,2014-05-21,65,0
48724,CS2515,2014-04-25,52,1
48725,CS5878,2011-08-13,85,0
48726,CS3719,2013-03-08,72,0
48727,CS1342,2011-06-20,84,0
48728,CS3947,2013-12-15,77,1
48729,CS4230,2014-11-22,40,0
48730,CS4997,2013-09-11,104,0
48731,CS1554,2014-10-26,78,0
48732,CS1640,2014-04-06,75,0
48733,CS1651,2011-09-16,98,0
48734,CS2017,2011-08-06,52,0
48735,CS2922,2011-05-21,82,0
48736,CS5435,2014-09-12,85,0
48737,CS2824,2014-08-18,81,1
48738,CS3842,2013-10-13,80,0
48739,CS3429,2012-10-16,93,1
48740,CS1979,2013-05-12,100,0
48741,CS1775,2012-11-22,39,0
48742,CS4450,2011-06-26,95,0
48743,CS5117,2012-11-29,66,0
48744,CS5542,2013-05-06,44,0
48745,CS3284,2013-09-22,84,0
48746,CS2563,2013-08-23,68,0
48747,CS5737,2012-05-01,55,0
48748,CS4909,2012-11-10,57,0
48749,CS1695,2013-03-10,86,0
48750,CS5185,2011-09-30,46,0
48751,CS4007,2011-08-23,42,0
48752,CS2982,2013-08-10,84,0
48753,CS1913,2012-07-06,63,0
48754,CS3235,2013-08-12,51,0
48755,CS5774,2012-12-12,39,0
48756,CS3059,2011-05-17,60,0
48757,CS1636,2013-10-21,66,0
48758,CS1173,2013-03-18,60,1
48759,CS4894,2014-11-27,39,0
48760,CS2930,2015-01-27,43,0
48761,CS2527,2014-03-07,53,0
48762,CS4724,2014-07-17,95,0
48763,CS4752,2013-03-11,39,0
48764,CS5356,2013-04-19,42,1
48765,CS2752,2012-08-12,59,0
48766,CS1752,2012-05-04,103,0
48767,CS1364,2014-03-13,76,0
48768,CS5658,2014-12-17,48,1
48769,CS4314,2014-03-07,88,0
48770,CS1293,2014-04-05,87,1
48771,CS1272,2015-02-27,77,0
48772,CS1193,2011-12-07,80,0
48773,CS6005,2012-07-07,35,0
48774,CS4290,2013-01-12,74,0
48775,CS2730,2012-06-07,104,0
48776,CS2721,2014-08-21,47,0
48777,CS5860,2012-08-30,77,0
48778,CS1115,2013-01-19,94,1
48779,CS4948,2013-11-14,102,0
48780,CS4190,2013-07-11,68,0
48781,CS2817,2013-09-27,40,0
48782,CS1385,2013-10-17,60,1
48783,CS4006,2013-04-08,43,0
48784,CS1963,2014-02-04,99,0
48785,CS3031,2013-07-26,76,0
48786,CS4928,2014-01-25,67,0
48787,CS4449,2014-01-16,37,0
48788,CS3638,2012-12-17,66,0
48789,CS2083,2013-09-18,38,0
48790,CS2628,2013-10-19,84,1
48791,CS5663,2013-01-29,90,1
48792,CS1261,2012-06-09,103,0
48793,CS2238,2012-10-23,79,0
48794,CS5620,2014-01-20,96,1
48795,CS4122,2014-02-20,41,0
48796,CS3274,2012-01-19,80,0
48797,CS1903,2014-11-02,41,0
48798,CS1959,2014-01-05,76,1
48799,CS2238,2012-09-15,83,0
48800,CS3939,2012-05-29,81,0
48801,CS2742,2014-11-14,68,0
48802,CS3325,2012-08-02,96,0
48803,CS1139,2012-12-23,95,0
48804,CS5013,2013-12-30,84,1
48805,CS1459,2013-10-29,67,1
48806,CS1480,2011-09-10,102,0
48807,CS2349,2012-08-25,103,0
48808,CS3778,2011-10-15,84,0
48809,CS2565,2014-09-01,89,0
48810,CS3196,2014-12-19,54,0
48811,CS5767,2013-10-07,72,0
48812,CS5229,2012-02-27,96,0
48813,CS4392,2013-02-02,51,0
48814,CS3764,2012-10-06,36,0
48815,CS5248,2014-02-08,61,0
48816,CS4301,2013-11-11,90,0
48817,CS1568,2011-06-26,82,0
48818,CS2227,2014-06-03,43,1
48819,CS5083,2011-09-27,75,0
48820,CS2826,2014-10-25,88,0
48821,CS5969,2012-04-27,38,1
48822,CS3258,2014-08-05,59,0
48823,CS5361,2013-09-18,44,0
48824,CS1134,2014-09-25,78,0
48825,CS4049,2014-10-25,79,0
48826,CS2825,2011-10-11,43,0
48827,CS1469,2012-01-18,78,0
48828,CS2150,2012-10-30,83,0
48829,CS2972,2014-01-14,103,0
48830,CS6060,2011-11-24,80,1
48831,CS2958,2014-10-26,62,0
48832,CS6066,2012-10-17,42,0
48833,CS2270,2012-05-04,57,0
48834,CS1956,2012-01-18,42,0
48835,CS1995,2013-06-03,90,1
48836,CS1284,2011-11-16,103,0
48837,CS5728,2014-03-16,43,0
48838,CS6093,2014-09-08,59,1
48839,CS4431,2013-12-22,77,0
48840,CS2882,2014-07-25,69,0
48841,CS5352,2014-08-13,35,0
48842,CS3536,2014-09-09,93,0
48843,CS3428,2012-07-24,58,0
48844,CS4218,2011-08-14,79,0
48845,CS3187,2013-12-10,84,0
48846,CS3509,2013-12-26,94,0
48847,CS3840,2014-07-03,48,0
48848,CS2665,2012-11-30,86,0
48849,CS1247,2013-12-22,59,1
48850,CS3199,2012-06-13,49,0
48851,CS2905,2014-12-11,84,0
48852,CS3966,2012-04-09,81,0
48853,CS3452,2014-11-19,62,0
48854,CS4356,2013-06-02,97,1
48855,CS5788,2014-08-18,37,0
48856,CS5975,2015-03-04,85,0
48857,CS5371,2012-08-16,36,0
48858,CS2794,2013-07-10,58,0
48859,CS3142,2013-05-08,101,0
48860,CS1871,2013-06-30,79,0
48861,CS2986,2011-12-27,51,0
48862,CS3426,2014-03-21,81,0
48863,CS1293,2014-10-17,60,1
48864,CS3833,2012-07-01,82,0
48865,CS2052,2014-04-12,80,0
48866,CS5745,2013-05-07,93,0
48867,CS4888,2014-05-15,98,0
48868,CS3150,2012-07-20,88,0
48869,CS5993,2013-08-27,101,0
48870,CS5563,2011-11-01,59,0
48871,CS4849,2012-05-03,105,0
48872,CS5934,2012-05-14,104,1
48873,CS2963,2011-06-18,47,0
48874,CS5217,2011-12-14,102,0
48875,CS2640,2013-01-14,105,0
48876,CS3713,2015-01-17,40,0
48877,CS5573,2012-07-02,72,1
48878,CS1439,2012-06-14,105,0
48879,CS4920,2012-12-11,38,0
48880,CS2276,2012-05-09,83,1
48881,CS1409,2014-07-04,42,0
48882,CS4178,2014-07-07,67,0
48883,CS5008,2012-09-04,41,0
48884,CS4089,2014-10-15,81,0
48885,CS3966,2012-02-26,78,0
48886,CS3058,2011-06-28,87,0
48887,CS4761,2013-05-24,37,0
48888,CS5489,2013-07-08,90,0
48889,CS4903,2014-02-06,51,1
48890,CS6093,2012-10-03,77,1
48891,CS5463,2011-06-24,43,0
48892,CS1602,2014-10-10,99,0
48893,CS4255,2013-07-03,104,0
48894,CS4821,2013-07-19,59,0
48895,CS2341,2015-02-18,42,1
48896,CS5095,2014-05-18,93,0
48897,CS1706,2011-10-15,79,0
48898,CS5728,2013-04-20,36,0
48899,CS5640,2013-08-03,78,0
48900,CS1141,2013-10-17,78,1
48901,CS6078,2011-09-08,56,0
48902,CS4858,2014-05-15,37,0
48903,CS1658,2013-11-28,39,0
48904,CS5102,2013-07-01,52,0
48905,CS4415,2014-04-18,82,0
48906,CS5061,2011-07-03,47,0
48907,CS3477,2014-05-15,52,0
48908,CS3770,2014-11-29,74,0
48909,CS5539,2012-12-13,82,0
48910,CS2540,2013-06-07,102,0
48911,CS5183,2015-03-12,70,0
48912,CS4900,2013-04-24,87,0
48913,CS1447,2012-08-30,80,0
48914,CS2006,2013-05-21,59,0
48915,CS4763,2012-02-28,40,0
48916,CS1996,2013-11-25,100,1
48917,CS1812,2013-11-22,83,0
48918,CS4046,2012-09-30,46,0
48919,CS3492,2014-04-15,95,0
48920,CS2567,2011-08-14,77,0
48921,CS4663,2011-07-02,73,0
48922,CS4779,2013-04-16,48,1
48923,CS2995,2015-02-05,79,0
48924,CS3893,2013-02-09,92,0
48925,CS3746,2012-03-13,89,0
48926,CS3311,2011-11-26,41,0
48927,CS2205,2013-01-26,37,0
48928,CS3589,2011-06-28,81,0
48929,CS5067,2012-12-10,38,0
48930,CS1871,2013-08-23,37,0
48931,CS5369,2011-11-30,94,0
48932,CS6078,2011-10-28,57,0
48933,CS4388,2012-05-26,68,0
48934,CS1531,2012-01-04,89,0
48935,CS1439,2015-02-10,80,0
48936,CS3205,2012-05-14,65,0
48937,CS3050,2013-03-30,36,0
48938,CS3075,2013-09-04,45,0
48939,CS2108,2012-09-18,81,0
48940,CS2091,2011-10-05,84,0
48941,CS5943,2014-07-06,61,0
48942,CS1725,2013-01-07,76,0
48943,CS2890,2012-07-24,45,0
48944,CS1465,2012-12-08,57,0
48945,CS5535,2013-07-15,47,0
48946,CS6068,2013-01-27,103,0
48947,CS1944,2012-05-27,64,0
48948,CS3511,2015-03-08,54,0
48949,CS3143,2015-02-01,35,0
48950,CS2417,2012-04-01,86,0
48951,CS5723,2013-04-14,76,0
48952,CS6075,2012-07-18,90,0
48953,CS4566,2014-10-25,45,1
48954,CS5329,2011-11-10,61,0
48955,CS4548,2014-10-16,102,0
48956,CS2688,2012-11-18,104,0
48957,CS5069,2014-05-20,102,1
48958,CS3513,2012-02-29,100,0
48959,CS5662,2012-12-14,99,0
48960,CS1413,2011-06-30,89,0
48961,CS1499,2014-10-16,102,0
48962,CS5928,2013-10-17,46,0
48963,CS4170,2014-01-13,36,0
48964,CS1660,2012-02-20,55,0
48965,CS2695,2012-02-20,86,0
48966,CS1729,2013-06-09,93,0
48967,CS2319,2014-03-04,81,0
48968,CS3901,2011-09-25,82,0
48969,CS5970,2015-01-05,50,0
48970,CS4916,2014-06-23,103,0
48971,CS4028,2011-06-20,103,0
48972,CS1528,2011-10-25,84,0
48973,CS5169,2013-04-07,63,0
48974,CS2027,2014-04-12,50,0
48975,CS6109,2012-07-26,38,0
48976,CS4929,2015-02-01,48,0
48977,CS2120,2014-08-12,70,0
48978,CS4326,2015-01-15,76,0
48979,CS2783,2011-06-24,89,0
48980,CS1443,2013-12-01,55,1
48981,CS3320,2012-01-17,35,0
48982,CS1632,2012-04-19,51,0
48983,CS1778,2014-06-06,74,0
48984,CS5630,2015-02-15,70,1
48985,CS2917,2013-02-14,97,0
48986,CS4734,2013-10-07,80,0
48987,CS3352,2013-03-07,99,0
48988,CS5752,2014-12-25,55,0
48989,CS4750,2013-03-19,79,0
48990,CS4925,2013-06-26,57,0
48991,CS1633,2015-02-26,42,0
48992,CS5768,2014-09-13,58,0
48993,CS5552,2012-07-21,80,0
48994,CS1785,2015-02-26,41,1
48995,CS1159,2011-11-12,48,0
48996,CS2065,2012-02-13,83,0
48997,CS5359,2011-07-16,102,0
48998,CS5072,2012-06-15,42,0
48999,CS4713,2013-10-02,82,0
49000,CS2739,2012-07-14,90,0
49001,CS1210,2011-05-25,48,0
49002,CS3086,2014-04-30,60,1
49003,CS4375,2012-10-01,55,0
49004,CS1935,2014-07-18,45,0
49005,CS1507,2012-12-25,82,0
49006,CS2298,2012-05-14,97,1
49007,CS4412,2014-06-04,44,0
49008,CS2275,2014-03-20,81,0
49009,CS3891,2015-02-17,100,0
49010,CS5548,2012-10-13,76,0
49011,CS5969,2012-05-17,54,1
49012,CS4341,2014-10-07,42,0
49013,CS1841,2012-07-23,97,0
49014,CS6104,2014-11-25,94,0
49015,CS5788,2014-04-05,93,0
49016,CS1295,2015-02-28,74,0
49017,CS4808,2012-05-18,70,0
49018,CS4446,2011-06-04,49,0
49019,CS4754,2012-07-13,58,0
49020,CS3181,2014-08-18,90,0
49021,CS6018,2012-02-13,53,0
49022,CS2221,2011-06-06,88,0
49023,CS2089,2011-11-21,73,0
49024,CS2668,2011-09-24,77,0
49025,CS2136,2011-09-17,74,0
49026,CS1676,2014-01-20,57,1
49027,CS4925,2011-09-08,42,0
49028,CS3877,2013-09-17,74,0
49029,CS4096,2013-11-17,71,0
49030,CS2381,2012-02-11,57,0
49031,CS1524,2011-12-28,92,0
49032,CS5393,2011-05-20,74,0
49033,CS5777,2014-08-16,38,0
49034,CS5766,2011-09-26,61,1
49035,CS1845,2014-07-01,96,0
49036,CS1989,2015-03-07,92,1
49037,CS2137,2011-09-23,36,0
49038,CS3191,2013-06-29,70,0
49039,CS4395,2013-05-07,50,0
49040,CS5447,2011-12-25,84,0
49041,CS4178,2011-08-31,62,0
49042,CS5980,2012-12-12,36,0
49043,CS2417,2013-12-23,90,0
49044,CS1240,2014-02-28,71,0
49045,CS2603,2011-11-21,104,1
49046,CS3650,2014-01-13,45,0
49047,CS2223,2015-03-13,74,0
49048,CS2300,2014-12-23,58,0
49049,CS4692,2013-09-25,62,0
49050,CS2139,2014-06-27,103,0
49051,CS1869,2012-12-30,51,0
49052,CS2840,2011-11-20,91,1
49053,CS4093,2013-01-26,82,0
49054,CS4871,2013-08-24,38,0
49055,CS3258,2014-07-03,74,0
49056,CS3617,2014-09-21,98,0
49057,CS1189,2013-03-13,104,0
49058,CS2985,2011-12-27,61,0
49059,CS5294,2014-10-26,96,1
49060,CS2984,2014-07-07,50,0
49061,CS4729,2013-07-07,48,0
49062,CS2656,2015-01-30,82,0
49063,CS5259,2011-11-01,76,0
49064,CS2695,2012-09-12,55,0
49065,CS3408,2014-04-26,97,0
49066,CS1137,2013-01-01,100,0
49067,CS5710,2013-01-20,98,0
49068,CS3049,2012-07-23,66,0
49069,CS3137,2014-03-25,69,0
49070,CS2617,2013-01-25,103,0
49071,CS2713,2015-01-15,88,0
49072,CS3221,2011-06-29,80,0
49073,CS3593,2012-08-25,85,0
49074,CS2416,2013-02-10,35,0
49075,CS2032,2011-10-19,69,0
49076,CS4963,2014-12-25,70,0
49077,CS1153,2014-11-05,40,0
49078,CS3520,2011-07-13,66,0
49079,CS2037,2013-03-17,72,0
49080,CS5624,2012-05-09,95,0
49081,CS1557,2011-08-07,60,0
49082,CS5626,2011-08-05,96,0
49083,CS2692,2014-07-06,102,0
49084,CS2962,2013-11-22,77,0
49085,CS1364,2015-01-02,69,0
49086,CS4180,2011-12-06,71,0
49087,CS2436,2012-08-11,79,0
49088,CS1962,2013-05-07,76,0
49089,CS3026,2013-01-16,84,0
49090,CS1652,2012-02-26,45,0
49091,CS5274,2011-08-07,66,0
49092,CS1615,2013-02-08,76,1
49093,CS3335,2014-05-12,96,0
49094,CS1268,2013-05-01,74,0
49095,CS2895,2014-01-25,41,0
49096,CS2628,2012-10-31,75,1
49097,CS1722,2012-02-23,40,0
49098,CS1831,2011-06-28,83,0
49099,CS3884,2012-10-29,67,0
49100,CS3494,2014-12-30,63,0
49101,CS2235,2013-12-08,87,0
49102,CS4706,2013-07-26,102,0
49103,CS5493,2013-03-06,51,0
49104,CS4418,2014-04-06,45,0
49105,CS5999,2014-05-05,36,0
49106,CS3904,2012-11-29,100,0
49107,CS2869,2014-10-29,85,0
49108,CS1920,2013-11-14,66,0
49109,CS2909,2012-02-22,98,0
49110,CS4331,2011-10-26,73,0
49111,CS1528,2011-10-07,73,0
49112,CS4053,2014-05-17,89,0
49113,CS4103,2011-06-11,69,0
49114,CS3051,2012-10-24,81,0
49115,CS2643,2013-07-30,39,0
49116,CS4766,2012-11-30,52,0
49117,CS2837,2012-01-01,55,0
49118,CS1848,2012-04-29,69,0
49119,CS3028,2013-09-18,71,0
49120,CS1336,2012-12-16,46,0
49121,CS5717,2011-05-21,50,1
49122,CS5110,2015-03-06,74,0
49123,CS5643,2013-11-11,82,0
49124,CS2595,2014-10-26,35,1
49125,CS5294,2014-10-01,52,1
49126,CS3961,2011-09-09,92,0
49127,CS3170,2012-11-26,55,0
49128,CS2724,2013-11-11,88,0
49129,CS2039,2014-03-06,46,1
49130,CS5091,2013-09-16,103,0
49131,CS4154,2012-09-08,49,0
49132,CS4789,2013-07-06,77,0
49133,CS2591,2011-10-02,75,0
49134,CS4951,2013-04-02,100,0
49135,CS2680,2011-08-30,54,0
49136,CS4269,2012-05-26,69,0
49137,CS3919,2013-06-17,74,0
49138,CS3995,2013-04-14,58,0
49139,CS5879,2014-02-04,58,1
49140,CS5368,2012-09-29,63,0
49141,CS1681,2013-01-23,68,0
49142,CS4967,2013-03-27,50,0
49143,CS5262,2012-06-30,50,0
49144,CS1807,2013-07-18,83,0
49145,CS1293,2014-08-13,39,1
49146,CS5808,2011-10-27,59,1
49147,CS1957,2013-09-02,105,0
49148,CS4620,2014-05-01,78,0
49149,CS1623,2012-11-27,60,0
49150,CS5570,2014-02-16,54,0
49151,CS2052,2011-06-25,60,0
49152,CS3236,2012-06-12,36,0
49153,CS5337,2014-10-03,104,0
49154,CS3366,2014-04-02,63,0
49155,CS1185,2012-04-15,47,0
49156,CS1710,2014-02-21,89,0
49157,CS1615,2014-09-22,79,1
49158,CS3068,2012-09-09,49,0
49159,CS5491,2011-12-11,76,1
49160,CS4230,2014-10-02,79,0
49161,CS1715,2014-05-31,55,0
49162,CS2885,2011-10-27,39,0
49163,CS2874,2011-05-27,66,0
49164,CS2416,2011-08-11,64,0
49165,CS1334,2013-01-27,81,0
49166,CS1755,2012-01-01,40,0
49167,CS4546,2012-06-17,55,0
49168,CS2763,2014-08-21,46,0
49169,CS3893,2013-05-11,47,0
49170,CS4814,2012-07-20,63,0
49171,CS4136,2012-09-15,105,1
49172,CS4078,2014-10-30,72,0
49173,CS2254,2014-10-09,70,1
49174,CS1526,2011-12-12,65,0
49175,CS5434,2013-04-24,76,0
49176,CS5197,2013-07-07,45,0
49177,CS3222,2015-02-19,63,0
49178,CS5334,2014-01-30,92,0
49179,CS2676,2013-02-26,74,0
49180,CS4583,2014-08-08,98,0
49181,CS3768,2012-03-15,73,1
49182,CS3848,2012-05-13,64,0
49183,CS3438,2012-07-12,37,1
49184,CS5080,2011-10-22,52,0
49185,CS3034,2012-07-17,72,0
49186,CS1975,2011-10-05,42,0
49187,CS6016,2014-12-07,67,0
49188,CS1991,2012-08-08,75,0
49189,CS3292,2015-02-09,75,0
49190,CS5766,2014-05-27,44,1
49191,CS2769,2013-06-15,91,0
49192,CS1880,2011-05-19,101,0
49193,CS5433,2011-10-30,64,0
49194,CS3499,2012-05-21,40,0
49195,CS5135,2011-10-28,36,0
49196,CS2492,2014-05-11,53,0
49197,CS3258,2014-12-05,94,0
49198,CS2813,2014-01-05,64,0
49199,CS3022,2014-02-02,74,0
49200,CS2327,2011-07-05,43,0
49201,CS5138,2013-07-19,57,0
49202,CS5515,2012-09-04,38,0
49203,CS4330,2013-04-06,89,0
49204,CS4759,2014-10-18,86,0
49205,CS1122,2013-12-21,94,0
49206,CS5265,2012-07-17,55,0
49207,CS5088,2011-06-16,72,0
49208,CS6111,2013-03-17,99,0
49209,CS1949,2013-08-24,35,0
49210,CS5817,2011-07-26,79,0
49211,CS3933,2012-05-18,54,0
49212,CS1408,2012-10-22,87,0
49213,CS2076,2011-11-04,105,0
49214,CS4626,2013-10-29,72,0
49215,CS4941,2013-08-16,42,0
49216,CS2387,2014-04-13,56,0
49217,CS3082,2011-07-31,39,1
49218,CS5860,2012-04-20,76,0
49219,CS3703,2011-11-24,55,1
49220,CS3433,2014-08-23,51,0
49221,CS5473,2011-11-05,64,0
49222,CS3918,2011-10-09,102,0
49223,CS2595,2014-04-04,41,1
49224,CS2905,2014-12-15,66,0
49225,CS4753,2011-08-24,50,0
49226,CS5032,2015-02-02,92,0
49227,CS4671,2012-01-25,82,0
49228,CS2498,2014-09-27,71,0
49229,CS3996,2012-05-14,70,0
49230,CS5670,2014-06-22,93,0
49231,CS1554,2013-01-26,52,0
49232,CS4332,2014-04-30,61,0
49233,CS3734,2014-12-06,97,0
49234,CS1231,2014-10-13,72,0
49235,CS5746,2013-04-01,95,0
49236,CS5259,2013-09-11,76,0
49237,CS3826,2014-01-11,61,0
49238,CS3609,2012-02-10,101,0
49239,CS4203,2013-12-24,42,0
49240,CS3342,2012-11-29,36,0
49241,CS5099,2012-03-21,103,0
49242,CS2682,2013-01-27,47,1
49243,CS5664,2012-10-03,82,0
49244,CS2109,2014-04-19,56,0
49245,CS2600,2012-01-31,77,0
49246,CS2910,2013-06-29,45,0
49247,CS1501,2012-03-16,84,0
49248,CS5290,2012-10-15,99,0
49249,CS2785,2014-12-02,73,0
49250,CS3758,2013-10-03,57,0
49251,CS5119,2013-04-07,53,0
49252,CS4613,2014-03-31,80,1
49253,CS4730,2013-10-05,50,0
49254,CS2962,2013-08-15,82,0
49255,CS3809,2014-09-05,86,0
49256,CS1362,2013-05-08,101,0
49257,CS3253,2014-09-23,47,0
49258,CS5978,2014-07-17,70,0
49259,CS2223,2014-02-09,62,0
49260,CS5070,2013-10-30,69,0
49261,CS3679,2011-06-29,46,1
49262,CS1797,2011-12-19,65,0
49263,CS4213,2012-07-11,70,0
49264,CS2980,2013-10-28,104,0
49265,CS1115,2013-10-07,79,1
49266,CS2719,2012-04-05,45,1
49267,CS4313,2013-05-06,56,0
49268,CS4445,2013-05-15,83,0
49269,CS3527,2012-01-25,62,0
49270,CS5459,2013-09-02,45,0
49271,CS4321,2012-02-08,37,0
49272,CS4534,2014-05-29,56,0
49273,CS2602,2012-04-17,91,0
49274,CS2900,2014-07-09,52,0
49275,CS1636,2014-07-10,48,0
49276,CS5626,2013-09-29,64,0
49277,CS4499,2015-03-12,77,0
49278,CS3010,2012-10-14,88,0
49279,CS4907,2012-09-24,103,0
49280,CS1691,2013-11-22,104,1
49281,CS4145,2011-11-23,80,0
49282,CS2590,2013-06-11,51,0
49283,CS5735,2012-10-29,70,0
49284,CS1910,2014-08-01,89,0
49285,CS2104,2014-11-22,55,0
49286,CS2246,2012-12-23,59,0
49287,CS4325,2015-02-02,105,0
49288,CS2531,2012-02-22,77,0
49289,CS4836,2011-06-13,98,0
49290,CS5308,2012-03-04,60,1
49291,CS4959,2014-07-19,102,0
49292,CS2679,2014-03-17,58,0
49293,CS2375,2014-07-03,104,0
49294,CS2048,2014-11-27,75,0
49295,CS1158,2014-11-02,77,0
49296,CS1908,2013-06-01,47,0
49297,CS3356,2012-04-10,36,0
49298,CS5453,2014-03-15,70,0
49299,CS2510,2012-11-25,56,1
49300,CS5697,2013-05-06,100,0
49301,CS4733,2014-07-13,77,0
49302,CS5474,2014-09-27,47,0
49303,CS5175,2013-07-08,71,0
49304,CS1259,2013-02-10,80,1
49305,CS1128,2014-12-31,52,0
49306,CS4990,2012-06-27,101,0
49307,CS2783,2013-06-14,85,0
49308,CS2018,2015-01-18,76,0
49309,CS2564,2012-12-30,95,0
49310,CS3670,2014-08-27,45,0
49311,CS3646,2014-11-30,88,0
49312,CS3314,2014-04-29,76,0
49313,CS3557,2012-01-13,43,0
49314,CS5483,2014-10-11,74,0
49315,CS2090,2014-08-28,46,0
49316,CS6102,2013-06-22,54,0
49317,CS5129,2012-10-18,40,0
49318,CS4179,2011-08-31,98,0
49319,CS2215,2012-09-02,97,0
49320,CS2720,2014-08-04,72,0
49321,CS2881,2011-11-03,84,0
49322,CS2641,2012-05-03,64,1
49323,CS5833,2012-12-13,39,1
49324,CS5287,2012-04-30,74,0
49325,CS4382,2011-12-09,74,0
49326,CS4106,2013-04-26,103,1
49327,CS5161,2012-02-24,46,1
49328,CS1160,2015-01-31,65,1
49329,CS4230,2013-01-21,56,0
49330,CS1772,2012-06-02,97,1
49331,CS1681,2013-08-22,46,0
49332,CS2425,2014-08-07,90,0
49333,CS4910,2012-08-02,48,0
49334,CS4104,2011-12-21,95,0
49335,CS2238,2012-10-27,41,0
49336,CS2477,2012-05-30,54,0
49337,CS5443,2013-12-18,94,0
49338,CS4914,2012-04-04,52,1
49339,CS5610,2014-06-23,37,0
49340,CS3675,2013-09-04,70,0
49341,CS1708,2012-04-10,49,1
49342,CS1805,2014-05-23,46,1
49343,CS1829,2012-10-11,82,0
49344,CS4519,2014-07-24,82,0
49345,CS1895,2012-09-23,98,1
49346,CS1573,2014-11-30,102,0
49347,CS2351,2014-09-03,61,0
49348,CS5515,2014-05-13,64,0
49349,CS5508,2013-07-15,47,1
49350,CS1154,2013-09-29,81,0
49351,CS2061,2013-02-09,73,0
49352,CS2555,2014-08-23,63,0
49353,CS1292,2012-07-13,51,0
49354,CS5436,2011-09-09,82,0
49355,CS3885,2013-07-28,104,0
49356,CS2625,2013-11-01,73,0
49357,CS2227,2013-08-30,95,1
49358,CS5721,2011-11-07,88,0
49359,CS4102,2015-02-27,56,0
49360,CS4952,2011-07-22,56,1
49361,CS5952,2013-07-15,80,0
49362,CS3224,2013-07-14,42,0
49363,CS2347,2013-12-04,47,0
49364,CS3661,2013-05-13,40,0
49365,CS4827,2013-10-15,46,0
49366,CS3756,2013-07-09,65,0
49367,CS3769,2013-05-04,53,0
49368,CS2564,2012-05-16,84,0
49369,CS3000,2014-05-08,69,0
49370,CS5632,2012-06-03,54,0
49371,CS1499,2014-01-27,88,0
49372,CS3718,2014-11-18,45,0
49373,CS2296,2013-12-25,46,0
49374,CS3414,2012-11-30,40,0
49375,CS1446,2013-12-05,90,0
49376,CS3728,2014-08-04,69,0
49377,CS5945,2011-09-30,93,0
49378,CS3984,2014-06-26,98,0
49379,CS1456,2012-02-10,96,0
49380,CS5193,2012-07-10,103,0
49381,CS4113,2013-01-28,102,0
49382,CS4075,2013-05-07,75,0
49383,CS2374,2011-12-18,95,1
49384,CS2483,2012-06-29,60,0
49385,CS3377,2011-10-17,68,0
49386,CS5291,2014-06-19,71,0
49387,CS4396,2015-01-24,95,0
49388,CS4696,2012-10-10,52,0
49389,CS1960,2014-09-14,56,0
49390,CS3674,2013-10-19,55,0
49391,CS4039,2011-11-21,35,0
49392,CS5018,2014-02-24,48,0
49393,CS5162,2014-02-06,93,0
49394,CS5450,2012-07-08,84,0
49395,CS3608,2014-03-28,82,1
49396,CS3962,2014-07-18,58,0
49397,CS2694,2013-02-05,53,0
49398,CS2981,2011-12-14,42,0
49399,CS4249,2012-11-04,53,0
49400,CS5637,2012-08-13,72,0
49401,CS3120,2014-11-01,96,0
49402,CS3603,2014-10-21,68,0
49403,CS2207,2011-07-18,68,0
49404,CS5959,2014-12-23,37,0
49405,CS4605,2013-04-06,89,0
49406,CS3587,2013-06-02,105,0
49407,CS4317,2012-01-14,48,0
49408,CS3851,2012-09-18,75,0
49409,CS4747,2011-12-07,87,0
49410,CS5043,2013-07-14,67,0
49411,CS4002,2013-11-20,55,0
49412,CS4893,2014-02-13,50,0
49413,CS2549,2012-11-13,50,0
49414,CS2608,2012-06-27,38,0
49415,CS2876,2013-10-14,79,0
49416,CS3962,2013-12-13,63,0
49417,CS1589,2014-03-18,87,0
49418,CS4713,2012-11-02,75,0
49419,CS5824,2011-12-04,52,0
49420,CS3191,2014-08-20,51,0
49421,CS3724,2012-07-18,62,0
49422,CS4098,2013-09-23,72,1
49423,CS5516,2011-09-06,93,0
49424,CS2210,2011-07-30,96,0
49425,CS2523,2013-04-21,44,0
49426,CS4013,2012-10-19,65,0
49427,CS3369,2012-02-07,71,0
49428,CS6094,2013-07-08,89,0
49429,CS1746,2012-06-04,102,1
49430,CS2736,2011-08-03,40,0
49431,CS5189,2014-06-22,55,1
49432,CS5625,2014-09-01,64,1
49433,CS2253,2014-07-17,85,0
49434,CS2361,2013-10-08,55,0
49435,CS3463,2012-05-23,92,0
49436,CS4771,2013-10-13,94,0
49437,CS5582,2014-01-04,76,0
49438,CS5410,2012-12-13,90,0
49439,CS1964,2011-12-30,54,1
49440,CS4451,2014-12-20,100,1
49441,CS2998,2012-08-15,53,0
49442,CS4587,2013-03-06,83,0
49443,CS2417,2014-12-23,91,0
49444,CS2372,2013-01-13,38,0
49445,CS2922,2011-07-02,105,0
49446,CS1349,2014-02-12,79,0
49447,CS5797,2014-10-11,70,1
49448,CS3362,2013-03-11,71,1
49449,CS5058,2013-04-23,35,0
49450,CS2677,2014-08-13,47,1
49451,CS2412,2012-04-18,83,0
